category,product,description,currency,price,base,PPP,eX,valued
Content,Netflix ,Premium Plan per month,USD,19.45722263041881,USD,1.0,1.0,0.0
Content,Amazon Prime,per month,USD,14.049434239529758,USD,1.0,1.0,0.0
Content,Disney +,Yearly,USD,75.69822189566494,USD,1.0,1.0,0.0
Content,YouTube Premium,Youtube Premium with YT music,USD,12.978692138133725,USD,1.0,1.0,0.0
Content,Spotify,Individual plan - 1 month,USD,10.815576781778105,USD,1.0,1.0,0.0
Content,Apple Music,Individual 1 month,USD,10.815576781778105,USD,1.0,1.0,0.0
Devices,iPhone 12,64GB,GBP,799.0,USD,1.129681101376721,1.4118330814567819,0.19984797338005855
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,GBP,999.0,USD,1.0888,1.4118330814567819,0.2288040177692
Devices,PS5,Disk Version,GBP,449.99,USD,1.2097804662325828,1.4118330814567819,0.1431136710691845
Devices,XBOX Series X,4k Variant,GBP,449.0,USD,1.2100472160356348,1.4118330814567819,0.14292473244283022
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",GBP,1199.0,USD,1.1351035129274396,1.4118330814567819,0.19600728454655736
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,GBP,49.94,USD,1.1552965959150983,1.4118330814567819,0.1817045434839788
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,GBP,59.99,USD,1.270296916152692,1.4118330814567819,0.10024992838250224
Softwares,iCloud ,iCloud 50GB,GBP,0.79,USD,1.364445569620253,1.4118330814567819,0.033564528596845555
Content,Netflix ,Premium Plan per month,GBP,13.99,USD,1.3907950414881207,1.4118330814567819,0.014901223271346908
Content,Amazon Prime,per month,GBP,7.99,USD,1.7583772515056018,1.4118330814567819,-0.245456898977918
Content,Disney +,Yearly,GBP,59.99,USD,1.2618473394843297,1.4118330814567819,0.10623475532793958
Content,YouTube Premium,Youtube Premium with YT music,GBP,12.0,USD,1.0815576781778105,1.4118330814567819,0.2339337472799412
Content,Spotify,Individual plan - 1 month,GBP,10.0,USD,1.0815576781778105,1.4118330814567819,0.2339337472799412
Content,Apple Music,Individual 1 month,GBP,10.0,USD,1.0815576781778105,1.4118330814567819,0.2339337472799412
Devices,iPhone 12,64GB,EUR,899.0,USD,1.0040213570634038,1.2146004693216212,0.17337315238798656
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,EUR,1129.0,USD,0.9634288751107174,1.2146004693216212,0.20679359225934457
Devices,PS5,Disk Version,EUR,499.99,USD,1.0888,1.2146004693216212,0.1035735391999999
Devices,XBOX Series X,4k Variant,EUR,499.99,USD,1.0866441328826577,1.2146004693216212,0.10534849909158173
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",EUR,1299.0,USD,1.0477206404926867,1.2146004693216212,0.13739483315212309
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,EUR,59.49,USD,0.9698354681459068,1.2146004693216212,0.20151894170798457
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,EUR,69.0,USD,1.1044219130434783,1.2146004693216212,0.0907117682406956
Softwares,iCloud ,iCloud 50GB,EUR,0.99,USD,1.0888,1.2146004693216212,0.1035735391999999
Content,Netflix ,Premium Plan per month,EUR,15.99,USD,1.2168369374871049,1.2146004693216212,-0.0018413200241333971
Content,Amazon Prime,per month,EUR,7.99,USD,1.7583772515056018,1.2146004693216212,-0.4477001252005861
Content,Disney +,Yearly,EUR,69.99,USD,1.0815576781778105,1.2146004693216212,0.1095362586333577
Content,YouTube Premium,Youtube Premium with YT music,EUR,12.0,USD,1.0815576781778105,1.2146004693216212,0.1095362586333577
Content,Spotify,Individual plan - 1 month,EUR,10.0,USD,1.0815576781778105,1.2146004693216212,0.1095362586333577
Content,Apple Music,Individual 1 month,EUR,10.0,USD,1.0815576781778105,1.2146004693216212,0.1095362586333577
Devices,iPhone 12,64GB,JPY,85800.0,USD,0.010519990675990675,0.009438191642481301,-0.11461931209790199
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,JPY,104800.0,USD,0.010378923664122137,0.009438191642481301,-0.09967290952290075
Devices,PS5,Disk Version,JPY,49980.0,USD,0.010892139095638255,0.009438191642481301,-0.15404936753061205
Devices,XBOX Series X,4k Variant,JPY,49980.0,USD,0.010870572228891557,0.009438191642481301,-0.15176430408163255
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",JPY,152874.0,USD,0.008902685296387875,0.009438191642481301,0.056738236134463715
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,JPY,6872.8,USD,0.00839476079618205,0.009438191642481301,0.11055410674252142
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,JPY,14282.400000000001,USD,0.005335595698201983,0.009438191642481301,0.4346802967862544
Softwares,iCloud ,iCloud 50GB,JPY,130.0,USD,0.008291630769230769,0.009438191642481301,0.12148099092307696
Content,Netflix ,Premium Plan per month,JPY,1980.0,USD,0.009826880116373136,0.009438191642481301,-0.04118251553002472
Content,Amazon Prime,per month,JPY,400.0,USD,0.03512358559882439,0.009438191642481301,-2.7214317031594413
Content,Disney +,Yearly,JPY,7000.0,USD,0.010814031699380706,0.009438191642481301,-0.14577369362863424
Content,YouTube Premium,Youtube Premium with YT music,JPY,1180.0,USD,0.010998891642486209,0.009438191642481301,-0.16536006675051995
Content,Spotify,Individual plan - 1 month,JPY,980.0,USD,0.011036302838549087,0.009438191642481301,-0.16932387650137204
Content,Apple Music,Individual 1 month,JPY,980.0,USD,0.011036302838549087,0.009438191642481301,-0.16932387650137204
Devices,iPhone 12,64GB,CNY,6299.0,USD,0.1432949992062232,0.15499860423756884,0.07550780917618671
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,CNY,7999.0,USD,0.13598089761220153,0.15499860423756884,0.12269598632139012
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",CNY,10199.0,USD,0.13344338778311599,0.15499860423756884,0.13906716489791626
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,CNY,398.0,USD,0.19147013065326632,0.15499860423756884,-0.23530228930188946
Softwares,iCloud ,iCloud 50GB,CNY,6.0,USD,0.179652,0.15499860423756884,-0.15905559849200013
Content,Apple Music,Individual 1 month,CNY,10.0,USD,1.0815576781778105,0.15499860423756884,-5.977854307127113
Devices,iPhone 12,64GB,ZAR,18999.0,USD,0.04750856360861098,0.06912044237083118,0.3126698559924207
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,ZAR,18999.0,USD,0.0572509711037423,0.06912044237083118,0.17172157555660839
Devices,PS5,Disk Version,ZAR,11999.99,USD,0.04536579713816428,0.06912044237083118,0.34367032990360835
Devices,XBOX Series X,4k Variant,ZAR,11999.0,USD,0.04527970664222018,0.06912044237083118,0.3449158441536795
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",ZAR,27999.0,USD,0.04860849001750062,0.06912044237083118,0.2967566706718098
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,ZAR,1099.0,USD,0.06934041128298453,0.06912044237083118,-0.003182400236578564
Softwares,iCloud ,iCloud 50GB,ZAR,14.99,USD,0.07190873915943963,0.06912044237083118,-0.040339683789192726
Content,Netflix ,Premium Plan per month,ZAR,169.0,USD,0.11513149485454917,0.06912044237083118,-0.6656649018081899
Content,YouTube Premium,Youtube Premium with YT music,ZAR,72.0,USD,0.18025961302963509,0.06912044237083118,-1.6079059515062455
Content,Spotify,Individual plan - 1 month,ZAR,60.0,USD,0.18025961302963509,0.06912044237083118,-1.6079059515062455
Content,Apple Music,Individual 1 month,ZAR,60.0,USD,0.18025961302963509,0.06912044237083118,-1.6079059515062455
Devices,iPhone 12,64GB,BRL,7199.0,USD,0.12538063619947215,0.18503397473572014,0.32239127231336573
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,BRL,11699.1,USD,0.0929739210708516,0.18503397473572014,0.49753054160110777
Devices,XBOX Series X,4k Variant,BRL,4599.0,USD,0.11813681235051098,0.18503397473572014,0.36153988736801923
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",BRL,8549.17,USD,0.1591954671623093,0.18503397473572014,0.13964196364648918
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,BRL,262.08,USD,0.22014465811965814,0.18503397473572014,-0.18975263020797017
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,BRL,279.63,USD,0.2725212316275078,0.18503397473572014,-0.47281725973159117
Softwares,iCloud ,iCloud 50GB,BRL,4.095,USD,0.26322637362637363,0.18503397473572014,-0.42258400924659334
Content,Netflix ,Premium Plan per month,BRL,45.9,USD,0.423904632470998,0.18503397473572014,-1.2909556640960207
Content,Amazon Prime,per month,BRL,14.9,USD,0.9429150496328697,0.18503397473572014,-4.095902257840021
Content,YouTube Premium,Youtube Premium with YT music,BRL,17.0,USD,0.7634524787137486,0.18503397473572014,-3.1260124244975582
Content,Spotify,Individual plan - 1 month,BRL,17.0,USD,0.6362103989281238,0.18503397473572014,-2.4383436870812982
Content,Apple Music,Individual 1 month,BRL,17.0,USD,0.6362103989281238,0.18503397473572014,-2.4383436870812982
Devices,iPhone 12,64GB,AUD,1349.0,USD,0.6690994810971089,0.7914253808536789,0.15456403435611565
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,AUD,1599.0,USD,0.6802446529080676,0.7914253808536789,0.1404816305305815
Devices,PS5,Disk Version,AUD,749.95,USD,0.7259005427028468,0.7914253808536789,0.0827934505716168
Devices,XBOX Series X,4k Variant,AUD,749.0,USD,0.7253821094793057,0.7914253808536789,0.0834485132421896
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",AUD,1949.0,USD,0.6983012375577219,0.7914253808536789,0.11766635939260339
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,AUD,76.99,USD,0.7493896869723341,0.7914253808536789,0.05311390675391603
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,AUD,99.0,USD,0.769748606060606,0.7914253808536789,0.02738953705236369
Softwares,iCloud ,iCloud 50GB,AUD,1.49,USD,0.7234308724832215,0.7914253808536789,0.08591398508993286
Content,Netflix ,Premium Plan per month,AUD,19.99,USD,0.9733478054236523,0.7914253808536789,-0.22986680610841792
Content,Amazon Prime,per month,AUD,6.99,USD,2.0099333676008238,0.7914253808536789,-1.539637237098448
Content,Disney +,Yearly,AUD,89.99,USD,0.8411848193762079,0.7914253808536789,-0.062873190229072
Content,YouTube Premium,Youtube Premium with YT music,AUD,15.0,USD,0.8652461425422484,0.7914253808536789,-0.09327570668626017
Content,Spotify,Individual plan - 1 month,AUD,12.0,USD,0.9012980651481755,0.7914253808536789,-0.13882886113152115
Content,Apple Music,Individual 1 month,AUD,12.0,USD,0.9012980651481755,0.7914253808536789,-0.13882886113152115
Devices,iPhone 12,64GB,RUB,79990.0,USD,0.01128410051256407,0.013572178153133555,0.168585883176107
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,RUB,99990.0,USD,0.010878199819981997,0.013572178153133555,0.19849270343755177
Devices,PS5,Disk Version,RUB,46999.0,USD,0.011582993510500222,0.013572178153133555,0.14656340494425868
Devices,XBOX Series X,4k Variant,RUB,45590.0,USD,0.011917332748409738,0.013572178153133555,0.1219292427532529
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",RUB,105990.0,USD,0.012840731314274932,0.013572178153133555,0.053893106221107656
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,RUB,4096.0,USD,0.014085818359375,0.013572178153133555,-0.03784508281913879
Softwares,iCloud ,iCloud 50GB,RUB,59.0,USD,0.018269694915254237,0.013572178153133555,-0.3461136973829153
Content,Netflix ,Premium Plan per month,RUB,999.0,USD,0.01947669932974856,0.013572178153133555,-0.4350459528304793
Content,YouTube Premium,Youtube Premium with YT music,RUB,199.0,USD,0.06521955848308404,0.013572178153133555,-3.8053862649913786
Content,Spotify,Individual plan - 1 month,RUB,169.0,USD,0.0639974957501663,0.013572178153133555,-3.715344510519154
Content,Apple Music,Individual 1 month,RUB,169.0,USD,0.0639974957501663,0.013572178153133555,-3.715344510519154
Devices,iPhone 12,64GB,KRW,1090000.0,USD,0.0008280873394495412,0.0009022767827669423,0.08222470613716792
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,KRW,1290000.0,USD,0.000843186976744186,0.0009022767827669423,0.06548966697508296
Devices,PS5,Disk Version,KRW,628000.0,USD,0.0008668616433121019,0.0009022767827669423,0.039250859748641176
Devices,XBOX Series X,4k Variant,KRW,598000.0,USD,0.0009085471571906354,0.0009022767827669423,-0.006949502130005225
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",KRW,1452000.0,USD,0.0009373203250688705,0.0009022767827669423,-0.038839015888741946
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,KRW,62000.0,USD,0.0009305727741935484,0.0009022767827669423,-0.03136065558490042
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,KRW,89000.0,USD,0.000856237213483146,0.0009022767827669423,0.05102599353450099
Softwares,iCloud ,iCloud 50GB,KRW,1100.0,USD,0.00097992,0.0009022767827669423,-0.08605254919111993
Content,Netflix ,Premium Plan per month,KRW,14500.0,USD,0.001341877422787504,0.0009022767827669423,-0.48721262523509967
Content,YouTube Premium,Youtube Premium with YT music,KRW,10450.0,USD,0.0012419801089123181,0.0009022767827669423,-0.3764956969231037
Content,Spotify,Individual plan - 1 month,KRW,10900.0,USD,0.0009922547506218446,0.0009022767827669423,-0.09972324410140954
Content,Apple Music,Individual 1 month,KRW,13500.0,USD,0.0008011538356872671,0.0009022767827669423,0.11207530661441756
Devices,iPhone 12,64GB,CHF,879.0,USD,1.02686598407281,1.101278529308601,0.06756923271945403
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,CHF,1079.0,USD,1.0080734012974977,1.101278529308601,0.08463356501612618
Devices,XBOX Series X,4k Variant,CHF,499.99,USD,1.0866441328826577,1.101278529308601,0.013288551475829524
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",CHF,1299.0,USD,1.0477206404926867,1.101278529308601,0.04863246434990309
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,CHF,58.15,USD,0.9921842132416165,1.101278529308601,0.09906151183704215
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,CHF,69.95,USD,1.0894226161543958,1.101278529308601,0.01076559002893518
Softwares,iCloud ,iCloud 50GB,CHF,1.0,USD,1.077912,1.101278529308601,0.021217638124000127
Content,Netflix ,Premium Plan per month,CHF,21.9,USD,0.8884576543570233,1.101278529308601,0.1932489095970933
Content,Disney +,Yearly,CHF,99.0,USD,0.7646285039966156,1.101278529308601,0.3056901740591812
Content,Spotify,Individual plan - 1 month,CHF,13.0,USD,0.831967444752162,1.101278529308601,0.24454402532074826
Content,Apple Music,Individual 1 month,CHF,12.9,USD,0.8384168047890004,1.101278529308601,0.23868777745501768
Devices,iPhone 12,64GB,AED,3399.0,USD,0.26555316269491025,0.27229407760381213,0.02475601000294214
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,AED,4199.0,USD,0.25904053346034767,0.27229407760381213,0.0486736408668732
Devices,PS5,Disk Version,AED,2099.0,USD,0.25935641353025246,0.27229407760381213,0.047513571310147884
Devices,XBOX Series X,4k Variant,AED,2099.0,USD,0.2588428775607432,0.27229407760381213,0.04939953215817061
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",AED,4899.0,USD,0.2778095758318024,0.27229407760381213,-0.020255667242294217
Softwares,iCloud ,iCloud 50GB,AED,3.69,USD,0.2921170731707317,0.27229407760381213,-0.0727999512195121
Content,Netflix ,Premium Plan per month,AED,56.0,USD,0.3474504041146216,0.27229407760381213,-0.2760116091109477
Content,Amazon Prime,per month,AED,16.0,USD,0.8780896399706098,0.27229407760381213,-2.2247842027920646
Content,YouTube Premium,Youtube Premium with YT music,AED,24.0,USD,0.5407788390889052,0.27229407760381213,-0.9860102865540044
Content,Spotify,Individual plan - 1 month,AED,20.0,USD,0.5407788390889052,0.27229407760381213,-0.9860102865540044
Content,Apple Music,Individual 1 month,AED,20.0,USD,0.5407788390889052,0.27229407760381213,-0.9860102865540044
Devices,iPhone 12,64GB,THB,29900.0,USD,0.030187799331103677,0.033288569084865945,0.09314818386627433
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,THB,32900.0,USD,0.03306113069908814,0.033288569084865945,0.006832326892693086
Devices,PS5,Disk Version,THB,16990.0,USD,0.03204173702177751,0.033288569084865945,0.03745526159174217
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",THB,41900.0,USD,0.032481840381861575,0.033288569084865945,0.0242344061394677
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,THB,1888.0,USD,0.030559063559322034,0.033288569084865945,0.08199527947822882
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,THB,2099.0,USD,0.03630543687470224,0.033288569084865945,-0.09062774017546626
Softwares,iCloud ,iCloud 50GB,THB,37.28963210702341,USD,0.028906479873717444,0.033288569084865945,0.1316394585774111
Content,Netflix ,Premium Plan per month,THB,419.0,USD,0.046437285514126035,0.033288569084865945,-0.3949919383959919
Content,YouTube Premium,Youtube Premium with YT music,THB,159.0,USD,0.0816269945794574,0.033288569084865945,-1.4521028335990462
Content,Spotify,Individual plan - 1 month,THB,129.0,USD,0.08384168047890005,0.033288569084865945,-1.5186327554408812
Content,Apple Music,Individual 1 month,THB,129.0,USD,0.08384168047890005,0.033288569084865945,-1.5186327554408812
Devices,iPhone 12,64GB,SGD,1200.0,USD,0.7521793333333333,0.756807483312395,0.006115359693333322
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,SGD,1449.0,USD,0.750663354037267,0.756807483312395,0.008118483776397567
Devices,PS5,Disk Version,SGD,729.0,USD,0.7467614705075445,0.756807483312395,0.013274198559561134
Devices,XBOX Series X,4k Variant,SGD,699.0,USD,0.7772692417739628,0.756807483312395,-0.027036939925608072
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",SGD,1798.0,USD,0.7569461134593993,0.756807483312395,-0.00018317755844265982
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,SGD,69.72,USD,0.8275317269076305,0.756807483312395,-0.09345077203212848
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,SGD,108.0,USD,0.7056028888888889,0.756807483312395,0.06765867879555554
Softwares,iCloud ,iCloud 50GB,SGD,1.3706666666666667,USD,0.7864143968871595,0.756807483312395,-0.03912079918287925
Content,Netflix ,Premium Plan per month,SGD,19.98,USD,0.9738349664874278,0.756807483312395,-0.2867670946184979
Content,Amazon Prime,per month,SGD,8.99,USD,1.5627846762547004,0.756807483312395,-1.064969904122386
Content,Disney +,Yearly,SGD,119.98,USD,0.6309236697421648,0.756807483312395,0.16633531822288794
Content,YouTube Premium,Youtube Premium with YT music,SGD,12.0,USD,1.0815576781778105,0.756807483312395,-0.42910542248346806
Content,Spotify,Individual plan - 1 month,SGD,10.0,USD,1.0815576781778105,0.756807483312395,-0.42910542248346806
Content,Apple Music,Individual 1 month,SGD,10.0,USD,1.0815576781778105,0.756807483312395,-0.42910542248346806
Devices,iPhone 12,64GB,HKD,6799.0,USD,0.1327570525077217,0.12895348828212547,-0.029495628821414765
